Player Name,Club,Appearances,Minutes,Goals Per 90,Assists Per 90,Shots Per 90,Shots On Target Per 90,Big Chances Missed Per 90,Touches Per 90,Passes Per 90,Successful Passes Per 90,Crosses Per 90,Successful Crosses Per 90,fThird Passes Per 90,Successful fThird Passes Per 90,Through Balls Per 90,Carries Per 90,Progressive Carries Per 90,Possession Won Per 90,Dispossessed Per 90,Clearances Per 90,Interceptions Per 90,Blocks Per 90,Tackles Per 90,Ground Duels Per 90,gDuels Won Per 90,Aerial Duels Per 90,aDuels Won Per 90,Goals Conceded Per 90
Kevin Schade,Brentford,38,2301,0.0,0.08,2.15,0.0,0.35,38.29,40.6,34.65,0.98,0.12,14.2,11.11,0.12,5.08,3.05,2.66,1.41,0.0,0.47,0.12,1.53,3.68,2.07,1.49,0.86,0.0
Kim Ji-Soo,Brentford,3,28,0.0,0.0,0.0,0.0,0.0,99.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21,6.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristoffer Ajer,Brentford,24,1441,0.0,0.0,0.56,0.12,0.12,51.84,45.66,40.47,0.87,0.25,15.24,12.8,0.12,8.87,3.93,2.87,0.75,2.94,0.19,0.25,1.62,2.94,1.56,1.0,0.56,0.0
Mads Roerslev,Brentford,19,1096,0.0,0.0,0.41,0.41,0.0,55.02,99.69,88.77,4.35,0.82,31.2,25.78,0.16,24.06,11.25,9.77,0.49,2.55,1.97,0.66,1.48,11.5,5.67,1.97,0.74,0.0
Mark Flekken,Brentford,37,3276,0.0,0.05,0.0,0.0,0.0,54.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.11,0.0,0.0,0.0,0.0,1.51
Mathias Jensen,Brentford,24,852,0.0,0.21,0.63,0.0,0.0,63.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74,1.37,0.0,0.0,1.48,0.0,0.0,0.0,0.0,0.0
Michael Kayode,Brentford,12,528,0.0,0.0,0.34,0.0,0.0,57.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.9,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0
Mikkel Damsgaard,Brentford,38,2926,0.06,0.31,1.08,0.15,0.12,62.56,41.52,33.4,4.06,1.08,14.64,10.61,0.06,13.1,8.37,5.2,1.45,0.0,1.38,0.31,2.55,6.37,3.81,2.37,0.86,0.0
Nathan Collins,Brentford,38,3420,0.05,0.08,0.45,0.18,0.11,65.68,22.37,18.21,1.39,0.32,7.87,6.05,0.03,6.92,4.11,2.89,0.21,5.79,0.82,0.26,1.05,6.47,3.97,1.84,1.05,0.0
Paris Maghoma,Brentford,8,112,0.0,0.0,0.8,0.0,0.0,85.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,1.61,0.0,0.0,0.0,0.0,0.0
Rico Henry,Brentford,5,94,0.0,0.0,0.0,0.0,0.0,65.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.91,0.0,0.0,1.91,0.0,0.0,0.0,0.0,0.0
Ryan Trevitt,Brentford,1,3,0.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
Sepp van den Berg,Brentford,31,2588,0.0,0.0,0.7,0.28,0.1,56.62,11.55,9.46,1.43,0.35,5.67,4.31,0.07,6.33,3.1,1.63,0.24,4.56,0.28,0.0,1.36,4.0,1.67,0.38,0.24,0.0
Vitaly Janelt,Brentford,32,2266,0.04,0.12,0.56,0.08,0.0,52.55,18.79,15.45,1.11,0.36,4.96,3.73,0.0,4.49,2.5,1.55,0.4,1.91,0.32,0.44,1.51,3.61,1.71,1.59,0.91,0.0
Yehor Yarmoliuk,Brentford,31,1442,0.0,0.0,0.56,2.68,0.0,63.41,35.14,27.9,1.25,0.06,16.98,12.42,0.31,15.23,7.43,5.06,1.31,1.93,0.5,0.5,3.06,12.3,5.49,4.12,1.87,0.0
Yoane Wissa,Brentford,35,2927,0.58,0.0,2.77,0.4,0.52,31.36,59.44,51.1,0.86,0.12,19.59,14.51,0.74,11.68,5.53,4.46,1.08,0.58,0.71,0.49,0.68,8.92,5.2,1.29,0.74,0.0
Yunus Konak,Brentford,10,36,0.0,0.0,2.5,0.0,0.0,142.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
Jakub Moder,Brighton,4,9,0.0,0.0,0.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
James Milner,Brighton,4,173,0.0,0.0,1.04,0.0,0.0,49.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0
Adam Webster,Brighton & Hove Albion,14,888,0.0,0.0,0.51,0.0,0.1,85.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,4.05,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0
Bart Verbruggen,Brighton & Hove Albion,36,3240,0.0,0.0,0.0,0.0,0.0,41.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61
Billy Gilmour,Brighton & Hove Albion,2,97,0.0,0.0,0.93,0.0,0.0,73.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0
Brajan Gruda,Brighton & Hove Albion,21,681,0.13,0.53,1.45,0.0,0.0,52.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.78,0.66,0.0,0.0,2.11,0.0,0.0,0.0,0.0,0.0
Carlos Baleba,Brighton & Hove Albion,34,2670,0.1,0.03,1.48,0.3,0.1,61.92,21.2,18.81,0.4,0.03,5.66,4.45,0.13,4.21,1.89,2.16,1.42,1.45,0.27,0.2,2.66,3.61,1.42,0.78,0.37,0.0
Danny Welbeck,Brighton & Hove Albion,30,2122,0.42,0.0,2.54,0.08,0.38,33.55,63.7,50.47,0.34,0.04,11.75,5.64,0.0,11.75,5.64,4.67,1.19,0.59,1.4,1.99,1.1,4.67,3.1,8.61,4.96,0.0
Diego Gómez,Brighton & Hove Albion,16,512,0.18,0.0,1.58,0.0,0.53,74.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.58,1.76,0.0,0.0,3.69,0.0,0.0,0.0,0.0,0.0
Eiran Cashin,Brighton & Hove Albion,2,19,0.0,0.0,0.0,0.0,0.0,151.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferdi Kadioglu,Brighton & Hove Albion,6,388,0.23,0.0,0.93,0.0,0.23,56.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,0.0,0.0,2.32,0.0,0.0,0.0,0.0,0.0
Georginio Rutter,Brighton & Hove Albion,28,1666,0.27,0.16,2.7,0.43,0.27,39.92,16.75,12.97,1.13,0.32,8.0,6.05,0.05,6.91,3.94,1.94,2.0,0.65,0.27,0.0,2.11,5.4,2.21,1.03,0.32,0.0
Harry Howell,Brighton & Hove Albion,1,6,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
Igor Julio,Brighton & Hove Albion,13,960,0.0,0.0,0.09,1.69,0.0,77.91,64.78,55.03,2.91,0.84,25.97,20.53,0.19,34.03,19.88,16.12,0.0,3.56,1.88,0.19,0.47,30.75,16.03,2.53,0.75,0.0
Jack Hinshelwood,Brighton & Hove Albion,26,1846,0.24,0.1,0.88,0.1,0.1,59.58,45.73,42.27,0.05,0.0,6.09,5.12,0.0,10.14,4.78,2.15,0.15,1.8,0.63,0.59,1.32,3.46,1.85,0.78,0.29,0.0
Jan Paul van Hecke,Brighton & Hove Albion,34,2959,0.03,0.0,0.52,0.06,0.03,80.45,29.14,26.46,0.0,0.0,2.34,1.37,0.0,6.33,3.25,1.4,0.21,4.23,0.49,0.4,1.37,1.43,0.88,1.4,0.82,0.0
Jason Steele,Brighton & Hove Albion,2,180,0.0,0.0,0.0,0.0,0.0,60.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jeremy Sarmiento,Brighton & Hove Albion,1,8,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Pedro,Brighton & Hove Albion,27,1953,0.46,0.0,2.17,0.23,0.32,48.71,36.36,31.47,1.75,0.46,13.32,10.69,0.41,9.26,4.61,4.61,1.75,0.55,0.65,0.09,0.74,10.32,5.62,1.34,0.78,0.0
Joël Veltman,Brighton & Hove Albion,21,1699,0.0,0.0,0.32,0.64,0.05,63.14,133.91,122.37,1.17,0.16,43.54,37.98,0.32,38.78,21.45,7.26,0.37,3.28,2.33,1.01,2.28,9.16,5.83,5.09,2.86,0.0
Kaoru Mitoma,Brighton & Hove Albion,36,2608,0.35,0.14,1.97,0.48,0.41,51.04,36.17,29.13,2.62,0.86,13.04,9.18,0.17,13.67,7.9,5.04,0.79,0.24,0.72,0.31,1.55,7.83,4.18,2.14,0.93,0.0
Lewis Dunk,Brighton & Hove Albion,25,2083,0.0,0.0,0.52,0.04,0.13,92.94,56.73,48.43,1.86,0.39,15.68,12.31,0.17,12.14,7.3,5.14,0.13,3.37,0.78,0.65,0.73,6.91,3.89,2.64,1.3,0.0
Mats Wieffer,Brighton & Hove Albion,25,1008,0.09,0.0,0.8,0.27,0.18,80.98,108.04,92.05,1.96,0.09,22.77,15.54,0.18,21.52,12.5,9.46,0.8,2.23,1.96,1.25,5.18,8.57,5.36,6.96,5.0,0.0
Matt O'Riley,Brighton & Hove Albion,21,937,0.19,0.0,2.11,0.96,0.19,53.21,131.59,118.91,0.58,0.19,11.33,7.59,0.0,31.7,13.74,6.53,0.38,0.86,3.17,1.92,1.54,6.92,4.23,8.45,5.57,0.0
Pervis Estupiñán,Brighton & Hove Albion,30,2403,0.04,0.04,1.05,0.6,0.04,74.94,31.91,28.28,0.97,0.37,16.37,13.6,0.26,10.11,4.27,2.28,1.01,2.13,0.34,0.04,2.43,4.91,2.28,0.45,0.11,0.0
Simon Adingra,Brighton & Hove Albion,29,1091,0.16,0.16,2.72,2.14,0.33,48.84,68.72,57.75,3.3,0.74,35.72,29.2,0.33,28.21,14.35,7.01,0.99,0.49,0.41,0.0,1.9,14.44,6.1,1.48,0.49,0.0
Solly March,Brighton & Hove Albion,8,162,0.0,0.0,1.11,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,3.33,0.0,0.0,0.0,0.0,0.0
Tariq Lamptey,Brighton & Hove Albion,15,860,0.21,0.21,0.63,0.0,0.0,58.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,2.2,0.0,0.0,1.78,0.0,0.0,0.0,0.0,0.0
Yankuba Minteh,Brighton & Hove Albion,32,1841,0.29,0.2,1.66,0.39,0.39,45.56,44.0,37.59,1.08,0.29,12.51,8.7,0.49,11.54,5.43,5.77,1.37,1.37,0.98,0.29,2.35,10.07,5.04,1.81,0.78,0.0
Yasin Ayari,Brighton & Hove Albion,34,1966,0.09,0.05,1.28,0.09,0.09,59.97,33.83,29.85,0.73,0.23,8.79,7.1,0.18,9.75,3.39,5.17,1.01,1.14,0.6,0.41,2.7,6.96,3.43,0.82,0.37,0.0
Benoît Badiashile,Chelsea,5,333,0.0,0.0,0.0,0.0,0.0,92.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.24,0.0,0.0,2.43,0.0,0.0,0.0,0.0,0.0
Christopher Nkunku,Chelsea,27,911,0.3,0.0,2.47,2.27,0.59,48.01,54.04,45.25,7.31,1.09,31.12,24.7,0.3,31.61,12.25,7.61,1.68,0.89,1.19,0.3,1.19,16.5,8.89,4.25,1.68,0.0
Cole Palmer,Chelsea,37,3195,0.42,0.23,3.55,0.06,0.39,56.48,30.06,27.49,0.0,0.0,2.51,1.24,0.06,6.34,3.27,1.75,1.04,0.54,0.37,0.65,0.96,0.85,0.45,0.99,0.37,0.0
Enzo Fernández,Chelsea,36,2946,0.18,0.21,1.62,1.83,0.12,71.09,11.46,7.73,0.09,0.03,5.99,3.82,0.03,3.09,1.37,1.04,0.86,0.61,0.15,0.03,1.99,3.39,1.13,3.3,1.74,0.0
Filip Jørgensen,Chelsea,6,540,0.0,0.0,0.0,0.0,0.0,35.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jadon Sancho,Chelsea,31,1764,0.15,0.0,1.22,0.15,0.15,53.67,30.87,25.1,0.92,0.31,6.89,4.29,0.0,5.41,3.21,2.65,1.07,0.36,0.2,0.15,0.66,3.27,1.73,3.72,2.14,0.0
João Félix,Chelsea,12,364,0.25,0.25,4.95,0.0,0.99,73.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.49,0.0,0.0,1.98,0.0,0.0,0.0,0.0,0.0
Josh Acheampong,Chelsea,4,169,0.0,0.0,1.07,0.0,0.53,74.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,1.07,0.0,0.0,0.0,0.0,0.0
Kiernan Dewsbury-Hall,Chelsea,13,259,0.0,0.35,0.35,0.0,0.0,67.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2.43,0.0,0.0,2.78,0.0,0.0,0.0,0.0,0.0
Levi Colwill,Chelsea,35,3149,0.06,0.03,0.49,0.11,0.14,84.74,39.38,32.27,1.37,0.4,12.86,9.52,0.09,7.29,3.86,5.34,0.23,3.32,1.17,0.31,1.34,5.89,2.97,2.14,1.17,0.0
Malo Gusto,Chelsea,32,1858,0.0,0.0,1.07,0.1,0.1,80.22,83.41,78.47,0.53,0.15,25.29,23.06,0.19,22.28,13.13,4.99,0.82,1.94,0.44,0.34,2.18,2.66,1.4,3.2,1.5,0.0
Marc Cucurella,Chelsea,36,2989,0.15,0.03,0.72,0.21,0.06,69.89,52.42,44.11,0.39,0.09,9.33,6.08,0.21,11.68,5.57,4.4,0.21,2.41,0.84,0.69,2.02,4.7,2.98,3.85,2.08,0.0
Marc Guiu,Chelsea,3,71,0.0,0.0,0.0,0.0,0.0,29.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,0.0,0.0,0.0,0.0,0.0
Mathis Amougou,Chelsea,1,7,0.0,0.0,0.0,0.0,0.0,128.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moisés Caicedo,Chelsea,38,3356,0.03,0.05,0.54,0.59,0.0,72.97,32.53,26.25,1.21,0.35,14.75,11.08,0.51,9.14,5.28,3.41,0.67,1.42,0.62,0.13,3.06,6.6,3.03,2.57,1.1,0.0
Mykhailo Mudryk,Chelsea,7,145,0.0,0.0,0.62,0.0,0.0,45.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.34,0.62,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0
Nicolas Jackson,Chelsea,30,2238,0.4,0.2,3.06,1.29,0.76,30.92,24.09,20.15,2.53,0.44,11.74,9.09,0.04,14.56,9.73,3.38,1.65,0.6,0.4,0.0,0.88,8.36,3.82,1.21,0.44,0.0
Noni Madueke,Chelsea,32,2046,0.31,0.13,3.52,0.31,0.62,47.38,47.99,39.46,2.77,0.7,13.37,10.34,0.04,15.22,8.62,6.11,1.1,0.44,1.01,0.44,1.1,10.87,5.45,3.08,1.23,0.0
Pedro Neto,Chelsea,35,2268,0.16,0.0,2.34,0.32,0.12,49.37,57.14,43.45,5.28,1.35,22.22,14.76,0.16,14.09,7.98,6.03,1.19,0.16,1.43,0.67,0.91,8.45,4.48,1.39,0.48,0.0
Reece James,Chelsea,19,1064,0.08,0.0,0.93,0.51,0.08,83.32,40.52,35.61,0.93,0.17,15.31,13.45,0.0,9.98,5.24,2.96,0.76,1.78,0.76,0.51,0.85,6.43,3.55,3.13,1.86,0.0
Renato Veiga,Chelsea,7,177,0.0,0.0,1.53,0.0,0.51,87.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,4.58,0.0,0.0,0.0,0.0,0.0
Robert Sánchez,Chelsea,32,2880,0.0,0.0,0.0,0.0,0.0,45.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.06
Roméo Lavia,Chelsea,16,801,0.0,0.11,0.22,0.0,0.0,59.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,1.12,0.0,0.0,2.47,0.0,0.0,0.0,0.0,0.0
Shumaira Mheuka,Chelsea,1,1,0.0,0.0,90.0,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tosin Adarabioyo,Chelsea,22,1404,0.06,0.06,0.83,0.19,0.13,86.41,106.73,92.37,0.83,0.19,12.56,8.53,0.0,24.81,13.78,7.44,0.0,5.06,1.6,0.96,1.09,9.81,6.15,5.13,3.4,0.0
Trevoh Chalobah,Chelsea,25,1974,0.14,0.05,0.82,0.09,0.09,64.7,48.15,40.9,0.14,0.05,10.81,7.89,0.09,10.4,4.24,5.2,0.41,4.74,1.46,0.46,1.41,9.35,4.92,2.23,1.41,0.0
Tyrique George,Chelsea,8,178,0.51,0.0,1.52,0.0,0.51,36.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0
Wesley Fofana,Chelsea,14,1176,0.0,0.0,0.23,0.61,0.0,73.93,76.76,63.21,2.3,0.38,17.22,11.56,0.31,15.38,7.27,9.72,0.38,3.98,2.37,1.3,0.99,17.98,8.88,9.26,4.67,0.0
Adam Wharton,Crystal Palace,20,1326,0.0,0.14,0.88,0.34,0.0,61.97,46.09,36.24,1.22,0.34,16.63,11.4,0.34,9.84,5.09,6.92,0.88,1.83,1.36,0.14,2.31,7.87,3.87,1.56,0.48,0.0
Asher Agbinone,Crystal Palace,2,4,0.0,0.0,22.5,0.0,0.0,202.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0
Ben Chilwell,Crystal Palace,8,254,0.35,0.0,1.77,0.0,0.0,66.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,3.9,0.0,0.0,2.48,0.0,0.0,0.0,0.0,0.0
Caleb Kporha,Crystal Palace,2,11,0.0,0.0,0.0,0.0,0.0,106.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,0.0,0.0,16.36,0.0,0.0,0.0,0.0,0.0
Chadi Riad,Crystal Palace,1,90,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
Cheick Doucouré,Crystal Palace,13,445,0.0,0.0,1.42,0.0,0.0,57.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42,2.02,0.0,0.0,3.24,0.0,0.0,0.0,0.0,0.0
Chris Richards,Crystal Palace,24,1924,0.05,0.0,0.56,1.64,0.09,53.7,22.64,14.69,0.05,0.05,9.54,5.01,0.09,3.41,1.5,2.34,0.23,5.29,0.23,0.28,2.2,4.68,1.59,11.23,4.4,0.0
Daichi Kamada,Crystal Palace,34,1553,0.0,0.0,1.16,0.41,0.0,57.14,115.56,102.4,0.17,0.0,9.5,5.62,0.0,24.86,9.45,5.97,1.16,0.81,1.56,1.39,2.72,6.03,3.01,12.98,8.58,0.0
Daniel Muñoz,Crystal Palace,37,3233,0.11,0.14,1.03,0.67,0.22,58.65,13.5,11.55,0.08,0.0,5.51,4.51,0.0,4.2,1.7,1.28,0.56,2.62,0.14,0.11,3.42,3.67,1.73,1.36,0.47,0.0
Dean Henderson,Crystal Palace,38,3420,0.0,0.0,0.03,0.0,0.0,37.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.05,0.0,0.0,0.0,0.0,1.34
Eberechi Eze,Crystal Palace,34,2600,0.28,0.28,3.53,0.55,0.28,54.9,8.13,6.16,0.17,0.0,3.46,2.39,0.07,3.95,2.53,0.9,1.56,0.28,0.1,0.0,1.35,4.12,1.9,2.04,0.73,0.0
Eddie Nketiah,Crystal Palace,29,1026,0.26,0.0,3.77,0.09,0.88,40.79,86.58,74.91,0.53,0.35,21.75,16.75,0.26,22.89,9.74,7.72,1.49,0.88,1.58,0.7,1.32,14.82,7.19,4.74,2.63,0.0
Ismaïla Sarr,Crystal Palace,38,2714,0.27,0.2,1.96,0.07,0.56,39.73,25.04,21.92,0.03,0.0,2.85,1.79,0.0,5.34,2.59,1.49,1.43,1.26,0.3,0.23,0.73,1.59,1.03,1.09,0.66,0.0
Jean-Philippe Mateta,Crystal Palace,37,2654,0.47,0.07,2.37,0.17,0.61,28.32,18.69,15.57,1.29,0.37,6.21,4.48,0.17,7.02,3.9,2.1,1.53,0.75,0.34,0.1,0.61,6.65,3.39,0.98,0.34,0.0
Jefferson Lerma,Crystal Palace,33,2277,0.0,0.04,1.03,0.04,0.0,58.3,28.93,24.86,0.4,0.08,6.44,4.86,0.04,7.43,3.79,4.23,0.71,3.08,1.11,0.4,1.38,7.15,3.72,1.38,0.51,0.0
Jeffrey Schlupp,Crystal Palace,12,95,0.0,0.0,3.79,0.0,0.0,75.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,1.89,0.0,0.0,0.0,0.0,0.0
Joel Ward,Crystal Palace,2,72,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0
Jordan Ayew,Crystal Palace,31,1664,0.27,0.0,1.78,0.05,0.22,50.68,41.86,34.51,1.3,0.43,11.95,8.87,0.11,10.98,5.52,3.68,2.22,0.97,1.03,0.38,0.0,7.79,4.87,2.22,1.19,0.0
Justin Devenny,Crystal Palace,23,496,0.18,0.18,1.81,0.0,0.18,52.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,2.0,0.0,0.0,3.08,0.0,0.0,0.0,0.0,0.0
